Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741727558.9300811,26.55200538358008,1.8826606920468831,6.6175384521484375,python
1741727560.941508,26.446005326231692,1.8794827028004044,5.898763656616211,python
1741727562.953005,26.76739652870494,1.8794827028004044,5.977394104003906,python
1741727564.962751,26.595335120643433,1.8794827028004044,6.144157409667969,python
1741727566.971807,26.312868525896416,1.8794827028004044,5.640115737915039,python
1741727569.004195,26.51856756756757,1.8794827028004044,6.392724990844727,python
1741727571.01531,26.793248663101604,1.8794827028004044,7.327238082885742,python
1741727573.027338,26.754108843537416,1.8794827028004044,7.478403091430664,python
1741727575.045378,26.265649263721553,1.8826606920468831,6.468418121337891,python
1741727577.064519,26.19600539811066,1.8794827028004044,7.71429443359375,python
1741727579.07604,26.39404793608522,1.8826606920468831,6.16777229309082,python
1741727581.08961,26.627718832891244,1.8794827028004044,5.614835739135742,python
1741727583.101465,26.8398927613941,1.8794827028004044,6.668787002563477,python
1741727585.119505,26.49776298268975,1.8794827028004044,6.482479095458984,python
1741727587.158537,10.717666666666666,1.8656783120110116,2.9616928100585938,python
