Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741724570.154141,31.903319946452473,0.48613304254731726,7.897087097167969,golang
1741724572.1695201,30.011720430107523,0.4617022502150108,8.155364990234375,golang
1741724574.183019,31.756292286874157,0.4828557411368859,8.770162582397461,golang
1741724576.2115269,32.56467302452316,0.4806708735299317,6.9308319091796875,golang
1741724578.226947,31.864876033057854,0.4873247885147469,7.404096603393555,golang
1741724580.248526,31.68173207036536,0.4870268520228894,8.086170196533203,golang
1741724582.2698932,30.934919571045576,0.488417222318224,7.981822967529297,golang
1741724584.2928221,30.57914979757085,0.5003346819925197,8.059343338012695,golang
1741724586.3046882,30.845442359249333,0.4825578046450285,8.204023361206055,golang
1741724588.32142,30.177715053763443,0.47401695854511655,8.19051742553711,golang
1741724590.34371,30.586081632653062,0.4866296033670796,8.690237045288086,golang
1741724592.3620129,30.851351351351354,0.48484198441593523,8.347845077514648,golang
1741724594.3839018,29.95333785617368,0.49368076700770464,7.439735412597656,golang
1741724596.396836,31.344693877551023,0.4729245247416394,7.774053573608398,golang
1741724598.444533,10.94631847133758,0.47123621795444753,3.1245040893554688,golang
