Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741727516.6725461,27.85094052558783,0.5039099198948085,2.3711414337158203,python
1741727518.693883,27.612191780821917,0.5035126712389987,2.1932430267333984,python
1741727520.70484,28.092125874125873,0.5029167982552839,2.295499801635742,python
1741727522.71689,28.174039270687235,0.5038106077308561,2.293722152709961,python
1741727524.746926,27.504291553133513,0.5050023536982856,2.426118850708008,python
1741727526.765505,27.644432284541725,0.5029167982552839,2.054851531982422,python
1741727528.787254,27.769381017881706,0.5031154225831889,2.25762939453125,python
1741727530.80177,28.1596918767507,0.5030161104192364,2.145366668701172,python
1741727532.82109,27.774013793103446,0.5041085442227135,2.154054641723633,python
1741727534.833208,27.66951790633609,0.5030161104192364,2.2139339447021484,python
1741727536.847269,27.54920438957476,0.5033140469110938,2.1074180603027344,python
1741727538.857995,27.533736263736262,0.5030161104192364,2.199735641479492,python
1741727540.873287,27.715144827586208,0.5030161104192364,2.21722412109375,python
1741727542.886515,27.986230876216965,0.5030161104192364,2.161121368408203,python
1741727544.915036,10.993009079118028,0.48931103179379615,0.896636962890625,python
